"location_name","parent","latitude","longitude","location_id","level","path_to_top_parent","authority","facility_level","operational_status","organisation_unit_levels","ownership"
"Lwabenge Prison Clinic","iPiO62aF9FB",NA,NA,"JLpr0ATmEtz",5,"akV6429SUqu,IEU0FjDAhBP,ahyi8Uq4vaj,iPiO62aF9FB,JLpr0ATmEtz","UPS","HC II","Non-Functional",NA,"GOV"
"Lwabyata HC II","SOeWmeGdMfu",NA,NA,"h2Rr1C25a0b",5,"akV6429SUqu,Dl9WvtvDs5V,aUcYGQCK9ub,SOeWmeGdMfu,h2Rr1C25a0b","MOH","HC II","Functional","Health Facilities","GOV"
"Lwajje HC II","YCLl9sb7PPj",0.01423,32.91267,"bBNSvGxVrSq",5,"akV6429SUqu,Dl9WvtvDs5V,aZLZPPjqft0,YCLl9sb7PPj,bBNSvGxVrSq","MOH","HC II","Functional","Health Facilities","GOV"
"Lwakalolo HC II","DRAypYcgokr",-0.57228,31.37628,"uLBT1C3Dhkh",5,"akV6429SUqu,IEU0FjDAhBP,P8iz90eiIrW,DRAypYcgokr,uLBT1C3Dhkh","MOH","HC II","Functional","Health Facilities","GOV"
"Lwaki HC II","aotTeLfiAZB",0.675739,33.410919,"ajyFjFHuOre",5,"akV6429SUqu,Wd1lV9Qdj4o,hn1AlYtF1Pu,aotTeLfiAZB,ajyFjFHuOre","MOH","HC II","Functional","Health Facilities","GOV"
"Lwala HC II","L9Tu7DLXDWf",0.658065,34.037279,"VWMa7XFtHFc",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,L9Tu7DLXDWf,VWMa7XFtHFc","MOH","HC II","Functional","Health Facilities","GOV"
"Lwala Hospital","rWKu3uQbesz",1.86232,33.27758,"UdkpzjDtHXu",5,"akV6429SUqu,r0GhWtmPHDj,KOnkIf4N6jA,rWKu3uQbesz,UdkpzjDtHXu","UCMB","Hospital","Functional","Health Facilities","PNFP"
"Lwamaggwa Govt HC III","DZQIcj2NrHv",-0.56248,31.25525,"oBg69iZLKtq",5,"akV6429SUqu,IEU0FjDAhBP,P8iz90eiIrW,DZQIcj2NrHv,oBg69iZLKtq","MOH","HC III","Functional","Health Facilities","GOV"
"Lwamaggwa Ngo HC II","DZQIcj2NrHv",-0.56716,31.26222,"ml9Ztrc35ZD",5,"akV6429SUqu,IEU0FjDAhBP,P8iz90eiIrW,DZQIcj2NrHv,ml9Ztrc35ZD","UCMB","HC II","Functional","Health Facilities","PNFP"
"Lwamaggwa Prison Clinic","DZQIcj2NrHv",NA,NA,"mSMaB5uJzPN",5,"akV6429SUqu,IEU0FjDAhBP,P8iz90eiIrW,DZQIcj2NrHv,mSMaB5uJzPN","UPS","HC II","Functional",NA,"GOV"
"Lwamata HC III","vqaOCvznAN4",0.83505,31.89569,"mNMqG0YEffI",5,"akV6429SUqu,Dl9WvtvDs5V,GLHh0BXys9w,vqaOCvznAN4,mNMqG0YEffI","MOH","HC III","Functional","Health Facilities","GOV"
"Lwamba HC II","pUzjkVgv6Fi",-0.45134,31.61663,"GvvFepkwmtZ",5,"akV6429SUqu,IEU0FjDAhBP,REJuxCmTwXG,pUzjkVgv6Fi,GvvFepkwmtZ","MOH","HC II","Functional","Health Facilities","GOV"
"Lwampanga HC III","W93hZALLbDc",1.505333,32.51131,"werOrHbzh72",5,"akV6429SUqu,Dl9WvtvDs5V,aUcYGQCK9ub,W93hZALLbDc,werOrHbzh72","MOH","HC III","Functional","Health Facilities","GOV"
"Lwanda HC II","amHAOOSM5kw",0.52318,33.22134,"FqJORz2AePH",5,"akV6429SUqu,Wd1lV9Qdj4o,wRApaxY2zJf,amHAOOSM5kw,FqJORz2AePH","MOH","HC II","Functional","Health Facilities","GOV"
"Lwanda HC III","c4Vsie8YEMT",-0.67249,31.47997,"Lo7mfA6jWTu",5,"akV6429SUqu,IEU0FjDAhBP,P8iz90eiIrW,c4Vsie8YEMT,Lo7mfA6jWTu","MOH","HC III","Functional","Health Facilities","GOV"
"Lwangiri HC II","azuXegJHaV5",0.55461,31.70095,"PEWPGWSHd0K",5,"akV6429SUqu,Dl9WvtvDs5V,Pvl4FVXO0RD,azuXegJHaV5,PEWPGWSHd0K","UCMB","HC II","Functional","Health Facilities","PNFP"
"Lwangoli HC III","sZkAxsA924V",0.964972,34.145994,"hC1gtogaFM0",5,"akV6429SUqu,Dt6qdenPX1E,yuo5ielNL7W,sZkAxsA924V,hC1gtogaFM0","MOH","HC III","Functional","Health Facilities","GOV"
"Lwanjusi HC III","HrVQp6KrVX9",0.82858,34.21674,"roJb8A7yXNm",5,"akV6429SUqu,Dt6qdenPX1E,JIZDvNlIhXS,HrVQp6KrVX9,roJb8A7yXNm","MOH","HC III","Functional","Health Facilities","GOV"
"Lwankoni HC III","xcbWr7R7FDK",-0.459632,31.66538,"FuOuXP2WFU8",5,"akV6429SUqu,IEU0FjDAhBP,REJuxCmTwXG,xcbWr7R7FDK,FuOuXP2WFU8","MOH","HC III","Functional","Health Facilities","GOV"
"Lwatama HC II","FNKf692yj8f",0.98683,33.6749,"Gp8V160flfb",5,"akV6429SUqu,Wd1lV9Qdj4o,esIUe2tQAtL,FNKf692yj8f,Gp8V160flfb","MOH","HC II","Functional","Health Facilities","GOV"
"Lwazi Clinic HC II","LYuMx5oPsR5",NA,NA,"NllmelQN6xS",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,NllmelQN6xS","Private","HC II","Functional","Health Facilities","PFP"
"Lwebitakuli Gvt HC III","vP5RNMjCpa5",-0.25563,31.35194,"T7UcwZlbp1F",5,"akV6429SUqu,IEU0FjDAhBP,j7AQsnEYmvi,vP5RNMjCpa5,T7UcwZlbp1F","MOH","HC III","Functional","Health Facilities","GOV"
"Lwebitakuli Ngo HC III","vP5RNMjCpa5",-0.26076,31.3551,"GGccoyznKwM",5,"akV6429SUqu,IEU0FjDAhBP,j7AQsnEYmvi,vP5RNMjCpa5,GGccoyznKwM","UCMB","HC III","Functional","Health Facilities","PNFP"
"Lwebitakuli Prison Clinic","vP5RNMjCpa5",NA,NA,"NEwKT2GxVYC",5,"akV6429SUqu,IEU0FjDAhBP,j7AQsnEYmvi,vP5RNMjCpa5,NEwKT2GxVYC","UPS","HC II","Functional",NA,"GOV"
"Lwembajjo HC II","YqM3WN8CBFs",-0.77626,31.20943,"U4XL5jXfjTk",5,"akV6429SUqu,IEU0FjDAhBP,P8iz90eiIrW,YqM3WN8CBFs,U4XL5jXfjTk","MOH","HC II","Functional","Health Facilities","GOV"
"Lwemikomago HC III","AgiJUzMaGYS",0.60391,31.35737,"ysJmTEFHRJz",5,"akV6429SUqu,Dl9WvtvDs5V,lzWuB6bCQeV,AgiJUzMaGYS,ysJmTEFHRJz","MOH","HC III","Functional","Health Facilities","GOV"
"Lwemiyaga HC III","VeulA9IP9jC",0.189659,31.1509,"ioBktjTQgyS",5,"akV6429SUqu,IEU0FjDAhBP,j7AQsnEYmvi,VeulA9IP9jC,ioBktjTQgyS","UCBHCA","HC III","Functional","Health Facilities","PNFP"
"Lwemiyaga Prison Clinic","VeulA9IP9jC",NA,NA,"jp0HMvOBvqD",5,"akV6429SUqu,IEU0FjDAhBP,j7AQsnEYmvi,VeulA9IP9jC,jp0HMvOBvqD","UPS","HC II","Functional",NA,"GOV"
"Lwengenyi HC II","vpIWLBHTWgV",-0.41645,31.29033,"rhzvuShf7zI",5,"akV6429SUqu,IEU0FjDAhBP,aqpd0Y9eXZ2,vpIWLBHTWgV,rhzvuShf7zI","MOH","HC II","Functional","Health Facilities","GOV"
"Lwengo HC IV","cYeWg82r4fI",-0.43718,31.44103,"oFI3thMRN4h",5,"akV6429SUqu,IEU0FjDAhBP,aqpd0Y9eXZ2,cYeWg82r4fI,oFI3thMRN4h","MOH","HC IV","Functional","Health Facilities","GOV"
"Lwengo Kasaana HC II","aANELFaFbpF",-0.31683,31.6343,"T9pD1ChPHs3",5,"akV6429SUqu,IEU0FjDAhBP,aqpd0Y9eXZ2,aANELFaFbpF,T9pD1ChPHs3","MOH","HC II","Functional","Health Facilities","GOV"
"Lwengo Kinoni Govt HC III","PAjHH9FKnf7",-0.33903,31.55569,"rrOymteWVK8",5,"akV6429SUqu,IEU0FjDAhBP,aqpd0Y9eXZ2,PAjHH9FKnf7,rrOymteWVK8","MOH","HC III","Functional","Health Facilities","GOV"
"Lwengo Prison HC II","cYeWg82r4fI",NA,NA,"I6opAM4Y3ci",5,"akV6429SUqu,IEU0FjDAhBP,aqpd0Y9eXZ2,cYeWg82r4fI,I6opAM4Y3ci","UPS","HC II","Functional",NA,"GOV"
"Lwensinga HC II","afxMkooK3iZ",-0.8864,31.24744,"XwhywEC2nrF",5,"akV6429SUqu,IEU0FjDAhBP,P8iz90eiIrW,afxMkooK3iZ,XwhywEC2nrF","MOH","HC II","Functional","Health Facilities","GOV"
"Lyakajura HC III","RnEo7YyaqK6",-0.1841,31.29376,"e3pk4rlUWj7",5,"akV6429SUqu,IEU0FjDAhBP,aPRNSGUR3vk,RnEo7YyaqK6,e3pk4rlUWj7","MOH","HC III","Functional","Health Facilities","GOV"
"Lyama HC II","x1pXt0JxGbK",NA,NA,"M4MwhMwJhKx",5,"akV6429SUqu,QBPg7KKCeoA,Oyxwe3iDqpR,x1pXt0JxGbK,M4MwhMwJhKx",NA,"HC II","Functional",NA,NA
"Lyama HC III","aG6R67xf8oR",0.98664,33.93031,"z2Ye13P7ajL",5,"akV6429SUqu,QBPg7KKCeoA,kb7iUQISRlx,aG6R67xf8oR,z2Ye13P7ajL","MOH","HC III","Functional","Health Facilities","GOV"
"Lyantonde Hospital","BSIgbcTVHu7",-0.39364,31.15287,"Gje6ykVPZKQ",5,"akV6429SUqu,IEU0FjDAhBP,aPRNSGUR3vk,BSIgbcTVHu7,Gje6ykVPZKQ","MOH","Hospital","Functional","Health Facilities","GOV"
"Lyantonde Muslim HC III","BSIgbcTVHu7",-0.40611,31.1591,"RYMEkOh45MP",5,"akV6429SUqu,IEU0FjDAhBP,aPRNSGUR3vk,BSIgbcTVHu7,RYMEkOh45MP","UMMB","HC III","Functional","Health Facilities","PNFP"
"Lydda Medical Services HC II","l0LizWT16CQ",NA,NA,"NB95OIz0Ap4",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,l0LizWT16CQ,NB95OIz0Ap4","Private","HC II","Non-Functional","Health Facilities","PFP"
"Lynaset Health Care Services HC III","UjUroihV9AC",NA,NA,"ZacnUm9G3YO",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,UjUroihV9AC,ZacnUm9G3YO","Private","HC III","Non-Functional","Health Facilities","PFP"
"M & C Medical Clinic HC II","seX0YUndHIx",NA,NA,"OK2wKwisZK2",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,seX0YUndHIx,OK2wKwisZK2","Private","HC II","Functional","Health Facilities","PFP"
"M and S General Clinic HC II","oweSpFBNbmi",NA,NA,"Z502YB3cQVF",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,Z502YB3cQVF","Private","HC II","Functional","Health Facilities","PFP"
"M HC II","zNdkt1W9dcu",NA,NA,"qp98PACanp5",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,qp98PACanp5","CBO","HC II","Functional","Health Facilities","PNFP"
"M M Clinic (Bukesa) HC II","zNdkt1W9dcu",NA,NA,"CNzHy6t69mK",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,CNzHy6t69mK","Private","HC II","Functional","Health Facilities","PFP"
"M M Clinic (Kanyanya) HC II","LYuMx5oPsR5",NA,NA,"aIx2ixiczDC",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,aIx2ixiczDC","Private","HC II","Functional","Health Facilities","PFP"
"M&G Medical Clinic HC II","oweSpFBNbmi",NA,NA,"azlSxiFXDEP",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,azlSxiFXDEP","Private","HC II","Functional","Health Facilities","PFP"
"M&M Medical Clinic HC II","nLs3FmRSZhO",NA,NA,"mgOQH1jMP9m",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,nLs3FmRSZhO,mgOQH1jMP9m","Private","HC II","Functional","Health Facilities","PFP"
"M.A.A Medical Center HC II","oweSpFBNbmi",NA,NA,"HOI6L1dlz6k",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,HOI6L1dlz6k","Private","HC II","Functional","Health Facilities","PFP"
"M.K Domicilliary Clinic HC III","PaitbhdeU8f",NA,NA,"Rmb9UqKtstd",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,PaitbhdeU8f,Rmb9UqKtstd","Private","HC III","Non-Functional","Health Facilities","PFP"
"M.S Health Services HC II","Qplf7b6Ktzu",NA,NA,"tt7ZEjFbvFO",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,Qplf7b6Ktzu,tt7ZEjFbvFO","Private","HC II","Functional","Health Facilities","PFP"
"M2 African Medical Centre HC II","oweSpFBNbmi",NA,NA,"ZqdepORXR8S",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,ZqdepORXR8S","Private","HC II","Functional","Health Facilities","PFP"
"Ma Treatment Centre HC II","kKEBeO1LL7S",NA,NA,"kczz270uT8h",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,kczz270uT8h","Private","HC II","Functional","Health Facilities","PFP"
"Maaji A HC II","GuJonnL9KkC",3.267129,31.613992,"Lq5bORbEZDi",5,"akV6429SUqu,BD3XaQ7cQAp,QYiQ2KqgCxj,GuJonnL9KkC,Lq5bORbEZDi","MOH","HC II","Functional","Health Facilities","GOV"
"Maaji B HC II","GuJonnL9KkC",3.250297,31.653528,"zSzd5o81wtt",5,"akV6429SUqu,BD3XaQ7cQAp,QYiQ2KqgCxj,GuJonnL9KkC,zSzd5o81wtt","MOH","HC II","Functional","Health Facilities","GOV"
"Maaji C HC II","GuJonnL9KkC",NA,NA,"ERjm7RCCUZG",5,"akV6429SUqu,BD3XaQ7cQAp,QYiQ2KqgCxj,GuJonnL9KkC,ERjm7RCCUZG","Private","HC II","Functional","Health Facilities","PFP"
"Maama Alive Domiciliary Clinic HC II","YhVHvo0UUnR",NA,NA,"bdQE4T4B6vH",5,"akV6429SUqu,Dl9WvtvDs5V,tr9XWtYsL5P,YhVHvo0UUnR,bdQE4T4B6vH",NA,"HC II","Functional",NA,"PFP"
"Maama Maria Maternity Centre HC III","Qplf7b6Ktzu",NA,NA,"GxTht6Qgdjt",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,Qplf7b6Ktzu,GxTht6Qgdjt","Private","HC III","Non-Functional","Health Facilities","PFP"
"Maama Medical Clinic","aQbUr8vlhmm",NA,NA,"dU9nghJ1oFG",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,aQbUr8vlhmm,dU9nghJ1oFG","Private",NA,"Functional","Health Facilities","PFP"
"Maama Nevis Memorial Clinic","arG3rmRFr7R",NA,NA,"rZQH7oqNKaN",5,"akV6429SUqu,Dl9WvtvDs5V,a0DfYpC2Rwl,arG3rmRFr7R,rZQH7oqNKaN","Private","Clinic","Non-Functional","Health Facilities","PFP"
"Maama Norah HC II","RQ8cZpWvNU3",NA,NA,"H7yJHcqTyBI",5,"akV6429SUqu,Dl9WvtvDs5V,Q7PaNIbyZII,RQ8cZpWvNU3,H7yJHcqTyBI","UPMB","HC II","Functional","Health Facilities","PNFP"
"Maama Thereza Domicilliary Clinic HC III","gAYBU4aipnZ",NA,NA,"e6jFDlEXatp",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,gAYBU4aipnZ,e6jFDlEXatp","Private","HC III","Non-Functional","Health Facilities","PFP"
"Maanyi HC III","grLyhuvPVbL",0.26581,31.966,"tKfAzzZrSC7",5,"akV6429SUqu,Dl9WvtvDs5V,Q7PaNIbyZII,grLyhuvPVbL,tKfAzzZrSC7","MOH","HC III","Functional","Health Facilities","GOV"
"Maawa Domiciliary HC II","kKEBeO1LL7S",NA,NA,"JzKteNKv7Xi",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,JzKteNKv7Xi","Private","HC II","Functional","Health Facilities","PFP"
"Mabaale HC III","d27fZPZvPV9",1.054514,30.919435,"b5Ty8QKKPVI",5,"akV6429SUqu,yx0ieyZNF0l,orgY0d5MJa9,d27fZPZvPV9,b5Ty8QKKPVI","MOH","HC III","Functional","Health Facilities","GOV"
"Mabaare HC II","eb77QtXdE18",-0.45445,30.42895,"B0fM5cE4uKL",5,"akV6429SUqu,F1o6qBSx783,xAJgEKKAeRA,eb77QtXdE18,B0fM5cE4uKL","MOH","HC II","Functional","Health Facilities","GOV"
"Mabale NGO HC II","tzIWNdJGfLJ",NA,NA,"LsWyXw1R4V0",5,"akV6429SUqu,JZhJ50nOirX,uCVQXAdKqL9,tzIWNdJGfLJ,LsWyXw1R4V0","NGO","HC II","Functional","Health Facilities","PNFP"
"Mabale Tea Factory HC II","aZwX9DfOUK2",0.71563,30.46124,"ajogQebjO0O",5,"akV6429SUqu,JZhJ50nOirX,O9MoQcpZ4uA,aZwX9DfOUK2,ajogQebjO0O","NGO","HC II","Functional","Health Facilities","PNFP"
"Mabiira Polycare Clinic","Vd5i0vPYWJC",NA,NA,"aKSm5ISfFh7",5,"akV6429SUqu,JZhJ50nOirX,O9MoQcpZ4uA,Vd5i0vPYWJC,aKSm5ISfFh7","Private","Clinic","Functional","Health Facilities","PFP"
"Mabira HC II","aLbdtQFDIfU",-0.4746,30.54698,"TmbnvfCp80g",5,"akV6429SUqu,F1o6qBSx783,auswb7JO9wY,aLbdtQFDIfU,TmbnvfCp80g","MOH","HC II","Functional","Health Facilities","GOV"
"Mabirizi Nursing Home HC II","FbuhMjEaMXt",NA,NA,"UGK52UyS58y",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,UGK52UyS58y","Private","HC II","Non-Functional","Health Facilities","PFP"
"Mabona HC III","wyW0esOM7ZB",-0.83666,30.77974,"akpD9KoxPcB",5,"akV6429SUqu,F1o6qBSx783,UaR7OHycj8c,wyW0esOM7ZB,akpD9KoxPcB","MOH","HC III","Functional","Health Facilities","GOV"
"Mabonwa HC II","KG4Ns1Klr2C",-0.22177,30.40949,"ozM66An1522",5,"akV6429SUqu,F1o6qBSx783,r8WLxW9JwsS,KG4Ns1Klr2C,ozM66An1522","MOH","HC II","Functional","Health Facilities","GOV"
"Mackey Road Clinic HC II","zNdkt1W9dcu",NA,NA,"HCodNUBtmQW",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,HCodNUBtmQW","Private","HC II","Functional","Health Facilities","PFP"
"Maddona HC II","rWKu3uQbesz",NA,NA,"fDDXxmRq4qE",5,"akV6429SUqu,r0GhWtmPHDj,KOnkIf4N6jA,rWKu3uQbesz,fDDXxmRq4qE","Private","HC II","Functional","Health Facilities","PFP"
"Maddu HC IV","pEwwas3Icjp",0.21294,31.66908,"r7ugOoXi8F1",5,"akV6429SUqu,IEU0FjDAhBP,lQj3yMM1lI7,pEwwas3Icjp,r7ugOoXi8F1","MOH","HC IV","Functional","Health Facilities","GOV"
"Madera Ngo HC II","xnqsEM3TxbR",1.74554,33.62563,"eOVudSriqIu",5,"akV6429SUqu,r0GhWtmPHDj,iRUvO30ij3h,xnqsEM3TxbR,eOVudSriqIu","UCMB","HC II","Functional","Health Facilities","PNFP"
"Madi Kiloch HC II","HMzXFZXwkDG",3.42697,32.73481,"pulKKykB9je",5,"akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD,HMzXFZXwkDG,pulKKykB9je","MOH","HC II","Functional","Health Facilities","GOV"
"Madi-Opei HC IV","dXbVDDOMeOX",3.60708,33.08724,"Z3lDSWMFUyS",5,"akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD,dXbVDDOMeOX,Z3lDSWMFUyS","MOH","HC IV","Functional","Health Facilities","GOV"
"Madina Domicilliary Clinic HC III","h7rS7d8M2jI",NA,NA,"Vk1tyyib3un",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,h7rS7d8M2jI,Vk1tyyib3un","Private","HC III","Functional","Health Facilities","PFP"
"Madsil Domicilliary Clinic HC III","aQbUr8vlhmm",NA,NA,"t4By7ll222g",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,aQbUr8vlhmm,t4By7ll222g","Private","HC III","Non-Functional","Health Facilities","PFP"
"Madudu HC III","a8I8dB8Oztl",0.80855,31.53763,"Y5ighgzxrUT",5,"akV6429SUqu,Dl9WvtvDs5V,lzWuB6bCQeV,a8I8dB8Oztl,Y5ighgzxrUT","MOH","HC III","Functional","Health Facilities","GOV"
"Maduga HC II","aIcEOOsCdQz",3.2414,31.55158,"uWNqP5eslWZ",5,"akV6429SUqu,BD3XaQ7cQAp,uTMUclQ5bi6,aIcEOOsCdQz,uWNqP5eslWZ","MOH","HC II","Functional","Health Facilities","GOV"
"Madungha HC II","I7p8gyqE4lE",NA,NA,"hP8znrZ9shU",5,"akV6429SUqu,QBPg7KKCeoA,MtpE3CH6vq3,I7p8gyqE4lE,hP8znrZ9shU","MOH","HC II","Functional","Health Facilities","GOV"
"Mafubira HC II","amHAOOSM5kw",0.47278,33.21073,"Nt3Z2TbccBd",5,"akV6429SUqu,Wd1lV9Qdj4o,wRApaxY2zJf,amHAOOSM5kw,Nt3Z2TbccBd","MOH","HC II","Functional","Health Facilities","GOV"
"Mafuga HC II","El1yfqR0BNT",-1.02401,29.84695,"fUPJVU6p7Ur",5,"akV6429SUqu,G0rlphd2tcD,aphcy5JTnd6,El1yfqR0BNT,fUPJVU6p7Ur","MOH","HC II","Functional","Health Facilities","GOV"
"Magabi HC II","prpCrjA0faa",-0.92514,31.26661,"XsBFKStcpG8",5,"akV6429SUqu,IEU0FjDAhBP,P8iz90eiIrW,prpCrjA0faa,XsBFKStcpG8","MOH","HC II","Functional","Health Facilities","GOV"
"Magada HC II","VrN4YeR370f",0.53086,33.46892,"arIRCXLdLpv",5,"akV6429SUqu,Wd1lV9Qdj4o,mv4gKtY0qW8,VrN4YeR370f,arIRCXLdLpv","MOH","HC II","Functional","Health Facilities","GOV"
"Magada HC III","Jc70rDN6l2B",0.89134,33.72446,"bfvn50ACB0b",5,"akV6429SUqu,Wd1lV9Qdj4o,esIUe2tQAtL,Jc70rDN6l2B,bfvn50ACB0b","MOH","HC III","Functional","Health Facilities","GOV"
"Magajo Family Clinic HC II","LYuMx5oPsR5",NA,NA,"OQA2v7qSJy0",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,OQA2v7qSJy0","Private","HC II","Functional","Health Facilities","PFP"
"Magala  Prison Clinic","kw9oIuVNzcJ",NA,NA,"Pwzv4VQ0e5m",5,"akV6429SUqu,Dl9WvtvDs5V,Q7PaNIbyZII,kw9oIuVNzcJ,Pwzv4VQ0e5m","UPS","HC II","Non-Functional",NA,"GOV"
"Magala HC III","wOhzAa2HZPW",0.38688,32.06745,"WqoBdlGeBgn",5,"akV6429SUqu,Dl9WvtvDs5V,Q7PaNIbyZII,wOhzAa2HZPW,WqoBdlGeBgn","MOH","HC III","Functional","Health Facilities","GOV"
"Magale (UCMB) HC IV","tTpyWAITi30",0.87421,34.36553,"adoijg0nE4u",5,"akV6429SUqu,Dt6qdenPX1E,TGzZPOmbgn8,tTpyWAITi30,adoijg0nE4u","UCMB","HC IV","Functional","Health Facilities","PNFP"
"Magale Hans HC III","PmLRE5T7ZJp",NA,NA,"jepvdaaAiNJ",5,"akV6429SUqu,Dt6qdenPX1E,TGzZPOmbgn8,PmLRE5T7ZJp,jepvdaaAiNJ","MOH","HC III","Functional",NA,NA
"Magamaga Barracks HC III","i0k9dngRg7o",NA,NA,"a1C0sK4I6RS",5,"akV6429SUqu,Wd1lV9Qdj4o,mv4gKtY0qW8,i0k9dngRg7o,a1C0sK4I6RS","UPDF","HC III","Functional","Health Facilities","GOV"
"Magamaga Domiciliary Clinic HC II","i0k9dngRg7o",NA,NA,"uNeAgPDqNxT",5,"akV6429SUqu,Wd1lV9Qdj4o,mv4gKtY0qW8,i0k9dngRg7o,uNeAgPDqNxT","Private","HC II","Functional","Health Facilities","PFP"
"Magamaga HC III","fyRAZd94Iko",0.62954,33.17581,"abg74s2NDzQ",5,"akV6429SUqu,Wd1lV9Qdj4o,aJR2ZxSH7g4,fyRAZd94Iko,abg74s2NDzQ","MOH","HC III","Functional","Health Facilities","GOV"
"Maganjo Family Care Clinic HC II","Qplf7b6Ktzu",NA,NA,"IPXUK8AOVaw",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,Qplf7b6Ktzu,IPXUK8AOVaw","Private","HC II","Functional","Health Facilities","PFP"
"Maganjo HC II","Qplf7b6Ktzu",0.3892,32.55016,"j3SOuTU78Xv",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,Qplf7b6Ktzu,j3SOuTU78Xv","MOH","HC II","Functional","Health Facilities","GOV"
"Magburu HC II","xiFyzChOvlR",3.3722,31.67626,"VHssBVWOVqQ",5,"akV6429SUqu,BD3XaQ7cQAp,QYiQ2KqgCxj,xiFyzChOvlR,VHssBVWOVqQ","MOH","HC II","Functional","Health Facilities","GOV"
"Mageo Med Care Centre HC II","LYuMx5oPsR5",NA,NA,"Mwe8mhz9taq",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,Mwe8mhz9taq","Private","HC II","Functional","Health Facilities","PFP"
"Maghoma HC II","O95WxDWc3nj",0.293183,30.084039,"aSwcfLNBhx2",5,"akV6429SUqu,JZhJ50nOirX,aa8xVDzSpte,O95WxDWc3nj,aSwcfLNBhx2","MOH","HC II","Functional","Health Facilities","GOV"
"Magigye Medical Centre HC II","a3qYnKHnulG",NA,NA,"cw99ymFuEJh",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,a3qYnKHnulG,cw99ymFuEJh","Private","HC II","Functional","Health Facilities","PFP"
"Magoggo HC II","UOGlWhl35aX",0.43218,32.31341,"xWyOAKbJQ1q",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,UOGlWhl35aX,xWyOAKbJQ1q","MOH","HC II","Functional","Health Facilities","GOV"
"Magogo HC II","eMbM3ntRRMe",0.64418,33.4656,"W4uBcP0Hwuc",5,"akV6429SUqu,Wd1lV9Qdj4o,oNxpMjveyZt,eMbM3ntRRMe,W4uBcP0Hwuc","MOH","HC II","Functional","Health Facilities","GOV"
"Magola HC II","a8cUZGMlpFN",0.70923,34.11501,"YdMEHzviTQC",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,a8cUZGMlpFN,YdMEHzviTQC","MOH","HC II","Functional","Health Facilities","GOV"
"Magoro HC III","VnaniHNwR1S",1.733699,34.101147,"VZvZyX8jBB4",5,"akV6429SUqu,r0GhWtmPHDj,cSrCFjPKqcG,VnaniHNwR1S,VZvZyX8jBB4","MOH","HC III","Functional","Health Facilities","GOV"
"Magulu Gantungo Drug Shop","pUzjkVgv6Fi",NA,NA,"cFjKhoj22lE",5,"akV6429SUqu,IEU0FjDAhBP,REJuxCmTwXG,pUzjkVgv6Fi,cFjKhoj22lE","Private","Drug Shop","Functional","Health Facilities","PFP"
